animation_id,input_phase,target_phase,input_path,target_path,frame_id
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0011.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0011.png,559
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0012.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0012.png,560
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0013.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0013.png,561
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0014.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0014.png,562
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0015.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0015.png,563
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0016.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0016.png,564
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0017.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0017.png,565
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0018.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0018.png,566
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0019.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0019.png,567
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0020.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0020.png,568
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0021.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0021.png,569
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0022.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0022.png,570
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0023.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0023.png,571
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0024.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0024.png,572
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0025.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0025.png,573
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0026.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0026.png,574
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0027.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0027.png,575
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0028.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0028.png,576
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0029.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0029.png,577
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0030.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0030.png,578
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0031.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0031.png,579
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0032.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0032.png,580
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0033.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0033.png,581
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0034.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0034.png,582
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0035.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0035.png,583
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0036.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0036.png,584
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0037.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0037.png,585
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0038.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0038.png,586
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0039.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0039.png,587
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0040.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0040.png,588
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0041.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0041.png,589
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0042.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0042.png,590
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0043.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0043.png,591
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0044.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0044.png,592
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0045.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0045.png,593
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0046.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0046.png,594
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0047.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0047.png,595
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0048.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0048.png,596
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0049.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0049.png,597
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0050.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0050.png,598
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0051.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0051.png,599
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0052.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0052.png,600
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0053.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0053.png,601
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0054.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0054.png,602
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0055.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0055.png,603
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0056.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0056.png,604
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0057.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0057.png,605
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0058.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0058.png,606
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0059.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0059.png,607
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0060.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0060.png,608
Bouncing Ball 1,line,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\line\BouncingBall_Lines_0061.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0061.png,609
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0001.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0001.png,610
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0002.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0002.png,611
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0003.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0003.png,612
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0004.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0004.png,613
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0005.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0005.png,614
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0006.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0006.png,615
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0007.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0007.png,616
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0008.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0008.png,617
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0009.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0009.png,618
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0010.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0010.png,619
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0011.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0011.png,620
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0012.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0012.png,621
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0013.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0013.png,622
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0014.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0014.png,623
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0015.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0015.png,624
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0016.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0016.png,625
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0017.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0017.png,626
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0018.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0018.png,627
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0019.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0019.png,628
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0020.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0020.png,629
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0021.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0021.png,630
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0022.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0022.png,631
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0023.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0023.png,632
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0024.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0024.png,633
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0025.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0025.png,634
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0026.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0026.png,635
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0027.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0027.png,636
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0028.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0028.png,637
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0029.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0029.png,638
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0030.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0030.png,639
Bouncing Ball 1,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\rough\BouncingBall_Roughs_0031.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Bouncing Ball 1\color\BouncingBall_Colors_0031.png,640
