animation_id,input_phase,target_phase,input_path,target_path
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_045.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_045.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_046.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_046.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_047.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_047.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_048.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_048.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_049.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_049.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_050.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_050.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_051.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_051.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_052.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_052.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_053.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_053.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_054.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_054.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_055.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_055.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_056.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_056.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_057.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_057.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_058.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_058.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_059.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_059.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_060.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_060.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_061.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_061.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_062.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_062.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_063.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_063.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_064.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_064.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_065.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_065.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_066.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_066.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_067.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_067.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_068.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_068.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_069.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_069.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_070.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_070.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_071.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_071.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_072.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_072.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_073.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_073.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_074.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_074.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_075.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_075.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_076.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_076.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_077.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_077.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_078.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_078.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_079.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_079.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_080.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_080.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_081.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_081.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_082.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_082.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_083.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_083.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_084.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_084.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_085.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_085.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_086.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_086.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_087.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_087.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_088.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_088.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_089.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_089.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_090.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_090.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_091.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_091.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_092.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_092.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_093.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_093.png
AI Animation Studio,rough,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\rough\AIAnimationStudio_Roughs_094.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\AI Animation Studio\color\AIAnimationStudio_Colors_094.png
